顾客编号,一月消费天数,一月消费额,二月消费天数,二月消费额,三月消费天数,三月消费额,四月消费天数,四月消费额
1878,0,0,0,0,18,156.62,0,0
1879,0,0,0,0,4,22.01,0,0
1880,0,0,0,0,10,135.21,0,0
1881,0,0,0,0,6,18.31,10,92
1882,0,0,0,0,22,181.39,0,0
1883,0,0,0,0,7,55.87,0,0
1884,0,0,0,0,9,60.7,14,73.6
1885,0,0,0,0,2,5.02,0,0
1886,0,0,0,0,2,43.7,0,0
1887,0,0,0,0,3,79.61,0,0
1888,0,0,0,0,2,98.9,0,0
1889,0,0,0,0,17,109.27,13,76.31
1890,0,0,0,0,5,67.83,0,0
1891,0,0,0,0,4,37.5,0,0
1892,0,0,0,0,4,204.06,0,0
1893,0,0,0,0,4,52.2,0,0
1894,0,0,0,0,11,79.56,0,0
1895,0,0,0,0,2,68.6,0,0
1896,0,0,0,0,23,109.75,13,58.55
1897,0,0,0,0,6,57,0,0
1898,0,0,0,0,5,43.7,9,92.41
1899,0,0,0,0,4,18.94,12,74.54
1900,0,0,0,0,24,143.08,13,126.33
1901,0,0,0,0,2,9.61,0,0
1902,0,0,0,0,2,22.3,0,0
1903,0,0,0,0,9,56.9,0,0
1904,0,0,0,0,20,173.27,0,0
1905,0,0,0,0,1,6.9,0,0
1906,0,0,0,0,5,86.94,0,0
1907,0,0,0,0,4,24.7,0,0
1908,0,0,0,0,9,25.79,0,0
1909,0,0,0,0,30,234.14,0,0
1910,0,0,0,0,7,69.5,0,0
1911,0,0,0,0,3,15.86,0,0
1912,0,0,0,0,5,107.28,0,0
1913,0,0,0,0,2,33.62,0,0
1914,0,0,0,0,2,27.08,0,0
1915,0,0,0,0,21,139.92,0,0
1916,0,0,0,0,10,47.26,0,0
1917,0,0,0,0,3,56.29,0,0
1918,0,0,0,0,5,43.3,0,0
1919,0,0,0,0,4,47.96,0,0
1920,0,0,0,0,1,4.4,0,0
1921,0,0,0,0,6,45.37,0,0
1922,0,0,0,0,9,155.19,0,0
1923,0,0,0,0,8,45.57,0,0
1924,0,0,0,0,2,11.3,0,0
1925,0,0,0,0,6,211.4,0,0
1926,0,0,0,0,9,54.2,0,0
1927,0,0,0,0,3,39.4,41,454.71
1928,0,0,0,0,4,37.64,0,0
1929,0,0,0,0,3,39.84,0,0
1930,0,0,0,0,7,35.87,0,0
1931,0,0,0,0,2,47.4,5,58.26
1932,0,0,0,0,2,19.8,0,0
1933,0,0,0,0,5,33.3,0,0
1934,0,0,0,0,3,141.58,0,0
1935,0,0,0,0,7,43.08,1,20.3
1936,0,0,0,0,11,85.05,0,0
1937,0,0,0,0,5,33.3,0,0
1938,0,0,0,0,9,57.63,14,93.83
1939,0,0,0,0,10,74.53,0,0
1940,0,0,0,0,2,8.1,0,0
1941,0,0,0,0,5,20.78,0,0
1942,0,0,0,0,5,48.48,5,38.83
1943,0,0,0,0,4,53.5,0,0
1944,0,0,0,0,1,25.9,0,0
1945,0,0,0,0,1,62.4,0,0
1946,0,0,0,0,1,53,0,0
1947,0,0,0,0,4,40,0,0
1948,0,0,0,0,10,41.15,0,0
1949,0,0,0,0,10,141.46,0,0
1950,0,0,0,0,21,141.68,32,283.63
1951,0,0,0,0,6,50.9,0,0
1952,0,0,0,0,5,27.38,0,0
1953,0,0,0,0,4,114.22,11,135.21
1954,0,0,0,0,5,25.49,0,0
1955,0,0,0,0,29,173.55,13,83.22
1956,0,0,0,0,8,338,0,0
1957,0,0,0,0,7,64.17,0,0
1958,0,0,0,0,14,216.04,13,156.76
1959,0,0,0,0,6,51.43,0,0
1960,0,0,0,0,1,3.7,0,0
1961,0,0,0,0,3,13.78,0,0
1962,0,0,0,0,4,95.33,2,60.6
1963,0,0,0,0,10,36.63,0,0
1964,0,0,0,0,11,98.27,0,0
1965,0,0,0,0,8,45.4,0,0
1966,0,0,0,0,6,19.9,0,0
1967,0,0,0,0,15,86.35,0,0
1968,0,0,0,0,2,87.9,0,0
1969,0,0,0,0,31,187.4,0,0
1970,0,0,0,0,7,88.8,2,8.9
1971,0,0,0,0,2,114,0,0
1972,0,0,0,0,4,56.9,0,0
1973,0,0,0,0,3,37.4,21,149.03
1974,0,0,0,0,3,140.7,0,0
1975,0,0,0,0,4,23.4,0,0
1976,0,0,0,0,10,76.1,0,0
1977,0,0,0,0,4,360.1,0,0
1978,0,0,0,0,11,83.66,3,32.66
1979,0,0,0,0,21,93.31,16,59.57
1980,0,0,0,0,3,26.3,9,19.87
1981,0,0,0,0,8,99.62,10,129.59
1982,0,0,0,0,5,31.26,0,0
1983,0,0,0,0,14,68.32,6,39.47
1984,0,0,0,0,2,45.8,0,0
1985,0,0,0,0,1,11.8,0,0
1986,0,0,0,0,7,85.4,0,0
1987,0,0,0,0,5,46.6,6,27.27
1988,0,0,0,0,3,18.9,8,104.42
1989,0,0,0,0,26,489.9,4,256.02
1990,0,0,0,0,1,1.47,5,87.62
1991,0,0,0,0,11,106.17,2,12.54
1992,0,0,0,0,3,51.9,0,0
1993,0,0,0,0,5,61.6,5,100.28
1994,0,0,0,0,4,139.2,0,0
1995,0,0,0,0,4,29.29,0,0
1996,0,0,0,0,4,81,0,0
1997,0,0,0,0,1,13.6,0,0
1998,0,0,0,0,10,115.78,0,0
1999,0,0,0,0,1,5,0,0
2000,0,0,0,0,10,120.75,0,0
2001,0,0,0,0,3,63.34,0,0
2002,0,0,0,0,4,12.19,0,0
2003,0,0,0,0,26,205.43,33,266.92
2004,0,0,0,0,6,19.37,10,79.8
2005,0,0,0,0,4,34.4,27,173.2
2006,0,0,0,0,2,13.63,0,0
2007,0,0,0,0,7,68.92,0,0
2008,0,0,0,0,14,130.7,1,0.35
2009,0,0,0,0,2,10.5,0,0
2010,0,0,0,0,6,27.56,0,0
2011,0,0,0,0,4,16.96,0,0
2012,0,0,0,0,7,101.93,1,23.6
2013,0,0,0,0,6,28.37,6,42.63
2014,0,0,0,0,3,39.1,0,0
2015,0,0,0,0,5,65.52,3,70.48
2016,0,0,0,0,4,83.31,0,0
2017,0,0,0,0,13,110.24,0,0
2018,0,0,0,0,5,36.66,0,0
2019,0,0,0,0,10,87.05,6,73.84
2020,0,0,0,0,6,23.6,4,9.52
2021,0,0,0,0,9,39.38,0,0
2022,0,0,0,0,12,81.01,3,8.04
2023,0,0,0,0,4,16.32,0,0
2024,0,0,0,0,6,28.42,0,0
2025,0,0,0,0,5,75.69,0,0
2026,0,0,0,0,4,29.24,7,47.58
2027,0,0,0,0,11,106.48,0,0
2028,0,0,0,0,3,20.7,0,0
2029,0,0,0,0,5,93.78,0,0
2030,0,0,0,0,4,23.09,0,0
2031,0,0,0,0,2,21.2,0,0
2032,0,0,0,0,4,32.53,0,0
2033,0,0,0,0,6,29.4,0,0
2034,0,0,0,0,6,92.14,0,0
2035,0,0,0,0,2,17.8,0,0
2036,0,0,0,0,8,118.97,9,66.44
2037,0,0,0,0,3,37.91,9,23.38
2038,0,0,0,0,1,55,0,0
2039,0,0,0,0,2,21.3,0,0
2040,0,0,0,0,2,42.8,0,0
2041,0,0,0,0,7,48.67,0,0
2042,0,0,0,0,13,101.96,6,48.06
2043,0,0,0,0,1,34.3,0,0
2044,0,0,0,0,3,33.7,0,0
2045,0,0,0,0,2,13.18,4,13.04
2046,0,0,0,0,5,16.48,0,0
2047,0,0,0,0,3,44.42,5,26.1
2048,0,0,0,0,12,125.57,0,0
2049,0,0,0,0,2,22.3,3,30.94
2050,0,0,0,0,8,69.43,3,41.63
2051,0,0,0,0,3,22.2,0,0
2052,0,0,0,0,4,43.37,0,0
2053,0,0,0,0,9,51.75,10,40.97
2054,0,0,0,0,2,23.3,4,29.4
2055,0,0,0,0,3,26.1,0,0
2056,0,0,0,0,2,21.9,0,0
2057,0,0,0,0,3,13.8,0,0
2058,0,0,0,0,3,44.7,0,0
2059,0,0,0,0,1,12.9,0,0
2060,0,0,0,0,5,37.7,0,0
2061,0,0,0,0,5,33.98,10,61.29
2062,0,0,0,0,24,76.24,11,154.42
2063,0,0,0,0,14,156.73,0,0
2064,0,0,0,0,10,39.83,7,35.26
2065,0,0,0,0,8,56.5,0,0
2066,0,0,0,0,2,34.8,0,0
2067,0,0,0,0,1,53,0,0
2068,0,0,0,0,5,42.3,0,0
2069,0,0,0,0,2,23.4,0,0
2070,0,0,0,0,4,43,0,0
2071,0,0,0,0,6,279.7,0,0
2072,0,0,0,0,1,49,4,115.5
2073,0,0,0,0,5,51.58,0,0
2074,0,0,0,0,7,53.62,0,0
2075,0,0,0,0,3,48.5,0,0
2076,0,0,0,0,4,9.56,0,0
2077,0,0,0,0,2,13.6,0,0
2078,0,0,0,0,5,22.18,0,0
2079,0,0,0,0,11,86.94,0,0
2080,0,0,0,0,12,94.82,19,167.14
2081,0,0,0,0,2,70.7,0,0
2082,0,0,0,0,1,17.9,0,0
2083,0,0,0,0,8,25.1,0,0
2084,0,0,0,0,6,38.36,0,0
2085,0,0,0,0,14,93.14,0,0
2086,0,0,0,0,6,23.67,0,0
2087,0,0,0,0,6,85.1,0,0
2088,0,0,0,0,2,47.05,0,0
2089,0,0,0,0,4,21.4,0,0
2090,0,0,0,0,6,40.6,0,0
2091,0,0,0,0,12,104.7,0,0
2092,0,0,0,0,2,39.8,0,0
2093,0,0,0,0,2,5.2,0,0
2094,0,0,0,0,10,36.53,0,0
2095,0,0,0,0,6,39.08,0,0
2096,0,0,0,0,7,73.8,0,0
2097,0,0,0,0,2,88,0,0
2098,0,0,0,0,6,30.99,0,0
2099,0,0,0,0,6,70.45,6,62.94
2100,0,0,0,0,3,17,0,0
2101,0,0,0,0,6,25.47,0,0
2102,0,0,0,0,7,65.04,0,0
2103,0,0,0,0,3,59.63,6,61.55
2104,0,0,0,0,2,14.9,4,31.76
2105,0,0,0,0,8,67.37,12,106.05
2106,0,0,0,0,1,10.59,0,0
2107,0,0,0,0,3,38.15,7,65.2
2108,0,0,0,0,7,76.5,0,0
2109,0,0,0,0,3,29.64,0,0
2110,0,0,0,0,14,165.4,5,84.5
2111,0,0,0,0,3,24.15,0,0
2112,0,0,0,0,3,18.1,0,0
2113,0,0,0,0,8,47.8,2,2.78
2114,0,0,0,0,4,39.78,0,0
2115,0,0,0,0,4,33.53,13,236.87
2116,0,0,0,0,2,28.9,0,0
2117,0,0,0,0,8,101.4,0,0
2118,0,0,0,0,7,78.13,8,53.19
2119,0,0,0,0,2,222,0,0
2120,0,0,0,0,1,3.9,0,0
2121,0,0,0,0,1,3.72,0,0
2122,0,0,0,0,4,106.6,0,0
2123,0,0,0,0,5,31.63,23,126.16
2124,0,0,0,0,3,47.9,0,0
2125,0,0,0,0,17,150.44,0,0
2126,0,0,0,0,7,55.02,0,0
2127,0,0,0,0,4,15.58,0,0
2128,0,0,0,0,7,32.47,0,0
2129,0,0,0,0,2,30.78,0,0
2130,0,0,0,0,6,29.74,0,0
2131,0,0,0,0,2,63.8,0,0
2132,0,0,0,0,1,37.9,0,0
2133,0,0,0,0,5,36.36,2,21.8
2134,0,0,0,0,3,79.6,16,60.2
2135,0,0,0,0,1,14.7,0,0
2136,0,0,0,0,2,28.7,0,0
2137,0,0,0,0,3,38.3,0,0
2138,0,0,0,0,4,27.3,0,0
2139,0,0,0,0,3,57.57,0,0
2140,0,0,0,0,2,19.03,0,0
2141,0,0,0,0,2,28.7,0,0
2142,0,0,0,0,3,17.61,0,0
2143,0,0,0,0,1,6.9,0,0
2144,0,0,0,0,1,10.67,0,0
2145,0,0,0,0,6,40.21,0,0
2146,0,0,0,0,15,57,0,0
2147,0,0,0,0,1,13,0,0
2148,0,0,0,0,6,39.9,0,0
2149,0,0,0,0,3,32.8,0,0
2150,0,0,0,0,4,80.9,0,0
2151,0,0,0,0,1,139.8,13,75.67
2152,0,0,0,0,2,96.6,2,4.89
2153,0,0,0,0,5,136.78,0,0
2154,0,0,0,0,7,24.4,4,79.1
2155,0,0,0,0,3,20,0,0
2156,0,0,0,0,5,79.08,7,40.23
2157,0,0,0,0,4,19.53,3,18.18
2158,0,0,0,0,5,45.6,0,0
2159,0,0,0,0,10,70.19,17,100.53
2160,0,0,0,0,3,17.35,0,0
2161,0,0,0,0,1,19.9,0,0
2162,0,0,0,0,8,98.1,7,69.73
2163,0,0,0,0,7,95.51,0,0
2164,0,0,0,0,10,97.3,0,0
2165,0,0,0,0,4,18.3,0,0
2166,0,0,0,0,3,12.9,0,0
2167,0,0,0,0,5,28.81,0,0
2168,0,0,0,0,9,169.74,0,0
2169,0,0,0,0,3,44.13,0,0
2170,0,0,0,0,6,22.08,0,0
2171,0,0,0,0,3,19.1,0,0
2172,0,0,0,0,6,34.2,11,54.72
2173,0,0,0,0,10,42.7,0,0
2174,0,0,0,0,1,20.3,0,0
2175,0,0,0,0,10,44.18,0,0
2176,0,0,0,0,3,26.36,0,0
2177,0,0,0,0,2,47.45,0,0
2178,0,0,0,0,3,18,0,0
2179,0,0,0,0,2,109,0,0
2180,0,0,0,0,1,3.8,6,49.76
2181,0,0,0,0,2,13.6,0,0
2182,0,0,0,0,1,2.34,0,0
2183,0,0,0,0,13,129.95,0,0
2184,0,0,0,0,15,79.84,0,0
2185,0,0,0,0,18,128.97,4,62.25
2186,0,0,0,0,2,92.91,0,0
2187,0,0,0,0,8,32.85,0,0
2188,0,0,0,0,5,33.56,0,0
2189,0,0,0,0,8,138.8,7,178.62
2190,0,0,0,0,5,33.63,0,0
2191,0,0,0,0,3,29.6,0,0
2192,0,0,0,0,3,12.62,0,0
2193,0,0,0,0,2,35.6,2,41.7
2194,0,0,0,0,3,48.52,5,44.73
2195,0,0,0,0,1,26.31,0,0
2196,0,0,0,0,1,43,0,0
2197,0,0,0,0,2,138.2,0,0
2198,0,0,0,0,0,0,2,28.9
2199,0,0,0,0,0,0,17,126.75
2200,0,0,0,0,0,0,7,24.96
2201,0,0,0,0,0,0,31,172.7
2202,0,0,0,0,0,0,3,22.18
2203,0,0,0,0,0,0,3,13.77
2204,0,0,0,0,0,0,3,132.05
2205,0,0,0,0,0,0,4,77.66
2206,0,0,0,0,0,0,9,47.48
2207,0,0,0,0,0,0,4,22.55
2208,0,0,0,0,0,0,7,34.8
2209,0,0,0,0,0,0,8,105.98
2210,0,0,0,0,0,0,19,154.21
2211,0,0,0,0,0,0,4,26.1
2212,0,0,0,0,0,0,6,34.53
2213,0,0,0,0,0,0,3,44.6
2214,0,0,0,0,0,0,5,90.87
2215,0,0,0,0,0,0,2,19.3
2216,0,0,0,0,0,0,4,18.1
2217,0,0,0,0,0,0,3,72.93
2218,0,0,0,0,0,0,2,33.09
2219,0,0,0,0,0,0,3,42.2
2220,0,0,0,0,0,0,2,25.92
2221,0,0,0,0,0,0,7,52.62
2222,0,0,0,0,0,0,12,74.23
2223,0,0,0,0,0,0,1,5.52
2224,0,0,0,0,0,0,4,8.83
2225,0,0,0,0,0,0,8,20.26
2226,0,0,0,0,0,0,3,29.2
2227,0,0,0,0,0,0,12,104.7
2228,0,0,0,0,0,0,9,335.92
2229,0,0,0,0,0,0,6,31.8
2230,0,0,0,0,0,0,10,211.82
2231,0,0,0,0,0,0,2,49.42
2232,0,0,0,0,0,0,12,78.38
2233,0,0,0,0,0,0,14,73.6
2234,0,0,0,0,0,0,5,18.17
2235,0,0,0,0,0,0,4,35.7
2236,0,0,0,0,0,0,1,2.4
2237,0,0,0,0,0,0,5,185.1
2238,0,0,0,0,0,0,3,17
2239,0,0,0,0,0,0,2,50.02
2240,0,0,0,0,0,0,6,19.42
2241,0,0,0,0,0,0,8,47.97
2242,0,0,0,0,0,0,2,74.9
2243,0,0,0,0,0,0,3,21.54
2244,0,0,0,0,0,0,1,21.8
2245,0,0,0,0,0,0,1,13.7
2246,0,0,0,0,0,0,1,69.6
2247,0,0,0,0,0,0,7,70.98
2248,0,0,0,0,0,0,12,405.63
2249,0,0,0,0,0,0,15,103.61
2250,0,0,0,0,0,0,4,46.42
2251,0,0,0,0,0,0,54,671.57
2252,0,0,0,0,0,0,32,104.6
2253,0,0,0,0,0,0,3,13.1
2254,0,0,0,0,0,0,3,20.2
2255,0,0,0,0,0,0,9,90.19
2256,0,0,0,0,0,0,2,55.97
2257,0,0,0,0,0,0,13,91.74
2258,0,0,0,0,0,0,10,274.88
2259,0,0,0,0,0,0,6,134.61
2260,0,0,0,0,0,0,4,77.15
2261,0,0,0,0,0,0,14,81.27
2262,0,0,0,0,0,0,10,168.1
2263,0,0,0,0,0,0,5,184.58
2264,0,0,0,0,0,0,21,225.47
2265,0,0,0,0,0,0,14,115.98
2266,0,0,0,0,0,0,5,74.4
2267,0,0,0,0,0,0,6,28.7
2268,0,0,0,0,0,0,4,78.53
2269,0,0,0,0,0,0,4,48
2270,0,0,0,0,0,0,2,14.6
2271,0,0,0,0,0,0,4,40.38
2272,0,0,0,0,0,0,1,5.79
2273,0,0,0,0,0,0,1,53.1
2274,0,0,0,0,0,0,19,95.91
2275,0,0,0,0,0,0,6,5.12
2276,0,0,0,0,0,0,2,23.9
2277,0,0,0,0,0,0,19,132.89
2278,0,0,0,0,0,0,2,17.7
2279,0,0,0,0,0,0,3,65.99
2280,0,0,0,0,0,0,3,11.85
2281,0,0,0,0,0,0,7,43.3
2282,0,0,0,0,0,0,3,91.7
2283,0,0,0,0,0,0,11,57.62
2284,0,0,0,0,0,0,4,23.94
2285,0,0,0,0,0,0,7,55
2286,0,0,0,0,0,0,3,13.55
2287,0,0,0,0,0,0,1,18.9
2288,0,0,0,0,0,0,5,36.65
2289,0,0,0,0,0,0,1,63.6
2290,0,0,0,0,0,0,4,19.98
2291,0,0,0,0,0,0,8,96.86
2292,0,0,0,0,0,0,5,18.42
2293,0,0,0,0,0,0,13,180.65
2294,0,0,0,0,0,0,8,85.16
2295,0,0,0,0,0,0,10,37.98
2296,0,0,0,0,0,0,12,131.44
2297,0,0,0,0,0,0,18,246.5
2298,0,0,0,0,0,0,5,87.04
2299,0,0,0,0,0,0,10,90
2300,0,0,0,0,0,0,4,79.16
2301,0,0,0,0,0,0,16,295.15
2302,0,0,0,0,0,0,7,90.43
2303,0,0,0,0,0,0,15,143.64
2304,0,0,0,0,0,0,6,377.6
2305,0,0,0,0,0,0,2,38.4
2306,0,0,0,0,0,0,1,5.19
2307,0,0,0,0,0,0,2,57.9
2308,0,0,0,0,0,0,16,106.2
2309,0,0,0,0,0,0,9,64.86
2310,0,0,0,0,0,0,5,83.62
2311,0,0,0,0,0,0,2,30.06
2312,0,0,0,0,0,0,3,11.07
2313,0,0,0,0,0,0,5,29.68
2314,0,0,0,0,0,0,5,12.69
2315,0,0,0,0,0,0,1,9.9
2316,0,0,0,0,0,0,4,31.1
2317,0,0,0,0,0,0,2,880
2318,0,0,0,0,0,0,8,82.55
2319,0,0,0,0,0,0,7,80.32
2320,0,0,0,0,0,0,9,18.79
2321,0,0,0,0,0,0,4,44.99
2322,0,0,0,0,0,0,2,12.7
2323,0,0,0,0,0,0,3,80.1
2324,0,0,0,0,0,0,3,11.58
2325,0,0,0,0,0,0,2,58.5
2326,0,0,0,0,0,0,1,7.07
2327,0,0,0,0,0,0,1,15.9
2328,0,0,0,0,0,0,5,51.52
2329,0,0,0,0,0,0,4,48.03
2330,0,0,0,0,0,0,23,108.77
2331,0,0,0,0,0,0,3,30.7
2332,0,0,0,0,0,0,6,89.02
2333,0,0,0,0,0,0,12,105.72
2334,0,0,0,0,0,0,9,95.57
2335,0,0,0,0,0,0,2,40.8
2336,0,0,0,0,0,0,5,37.9
2337,0,0,0,0,0,0,10,55.19
2338,0,0,0,0,0,0,14,69.65
2339,0,0,0,0,0,0,7,36.39
2340,0,0,0,0,0,0,3,25.38
2341,0,0,0,0,0,0,5,31.4
2342,0,0,0,0,0,0,14,83.88
2343,0,0,0,0,0,0,5,73.2
2344,0,0,0,0,0,0,13,138.66
2345,0,0,0,0,0,0,17,99.9
2346,0,0,0,0,0,0,2,67.3
2347,0,0,0,0,0,0,2,69.66
2348,0,0,0,0,0,0,8,78.57
2349,0,0,0,0,0,0,2,16
2350,0,0,0,0,0,0,6,32.8
2351,0,0,0,0,0,0,3,51.71
2352,0,0,0,0,0,0,3,36.1
2353,0,0,0,0,0,0,4,88.92
2354,0,0,0,0,0,0,1,9.3
2355,0,0,0,0,0,0,6,43.45
2356,0,0,0,0,0,0,2,69.9
2357,0,0,0,0,0,0,9,89.78
2358,0,0,0,0,0,0,18,64.5
2359,0,0,0,0,0,0,3,22.6
2360,0,0,0,0,0,0,14,94.64
2361,0,0,0,0,0,0,7,36.6
2362,0,0,0,0,0,0,25,262.07
2363,0,0,0,0,0,0,3,21.63
2364,0,0,0,0,0,0,17,184.37
2365,0,0,0,0,0,0,2,12.9
2366,0,0,0,0,0,0,3,19.23
2367,0,0,0,0,0,0,2,23.61
2368,0,0,0,0,0,0,4,45.28
2369,0,0,0,0,0,0,9,67.48
2370,0,0,0,0,0,0,1,64.8
2371,0,0,0,0,0,0,17,155.41
2372,0,0,0,0,0,0,10,691
2373,0,0,0,0,0,0,11,163.82
2374,0,0,0,0,0,0,7,128.96
2375,0,0,0,0,0,0,4,44.98
2376,0,0,0,0,0,0,4,21.49
2377,0,0,0,0,0,0,3,57.61
2378,0,0,0,0,0,0,14,217.01
2379,0,0,0,0,0,0,7,60.21
2380,0,0,0,0,0,0,9,60.62
2381,0,0,0,0,0,0,4,19.5
2382,0,0,0,0,0,0,1,9.9
2383,0,0,0,0,0,0,7,28.94
2384,0,0,0,0,0,0,1,16.9
2385,0,0,0,0,0,0,5,32.1
2386,0,0,0,0,0,0,16,106.06
2387,0,0,0,0,0,0,7,68.24
2388,0,0,0,0,0,0,9,47.51
2389,0,0,0,0,0,0,3,31.02
2390,0,0,0,0,0,0,14,94.11
2391,0,0,0,0,0,0,6,27.6
2392,0,0,0,0,0,0,9,57.6
2393,0,0,0,0,0,0,2,77.69
2394,0,0,0,0,0,0,3,13.5
2395,0,0,0,0,0,0,4,72.36
2396,0,0,0,0,0,0,10,80.92
2397,0,0,0,0,0,0,6,117.23
2398,0,0,0,0,0,0,2,94.9
2399,0,0,0,0,0,0,2,11.1
2400,0,0,0,0,0,0,2,11.9
2401,0,0,0,0,0,0,3,30.08
2402,0,0,0,0,0,0,2,96.6
2403,0,0,0,0,0,0,13,32.54
2404,0,0,0,0,0,0,3,29.13
2405,0,0,0,0,0,0,20,134.03
2406,0,0,0,0,0,0,5,10.49
2407,0,0,0,0,0,0,11,76.77
2408,0,0,0,0,0,0,9,118.39
2409,0,0,0,0,0,0,6,57.71
2410,0,0,0,0,0,0,6,38.4
2411,0,0,0,0,0,0,4,58.52
2412,0,0,0,0,0,0,1,3.62
2413,0,0,0,0,0,0,6,73.7
2414,0,0,0,0,0,0,7,66.65
2415,0,0,0,0,0,0,5,75.76
2416,0,0,0,0,0,0,5,30.42
2417,0,0,0,0,0,0,1,19.6
2418,0,0,0,0,0,0,2,18.83
2419,0,0,0,0,0,0,2,2.61
2420,0,0,0,0,0,0,8,85.59
2421,0,0,0,0,0,0,1,17
2422,0,0,0,0,0,0,5,58.9
2423,0,0,0,0,0,0,5,86.89
2424,0,0,0,0,0,0,13,71.04
2425,0,0,0,0,0,0,30,351.28
2426,0,0,0,0,0,0,5,90.2
2427,0,0,0,0,0,0,4,35.11
2428,0,0,0,0,0,0,11,77.3
2429,0,0,0,0,0,0,7,50.91
2430,0,0,0,0,0,0,3,11.18
2431,0,0,0,0,0,0,15,103.86
2432,0,0,0,0,0,0,2,12.2
2433,0,0,0,0,0,0,27,155.56
2434,0,0,0,0,0,0,12,291.18
2435,0,0,0,0,0,0,12,92.6
2436,0,0,0,0,0,0,4,65.41
2437,0,0,0,0,0,0,4,27.9
2438,0,0,0,0,0,0,5,128.86
2439,0,0,0,0,0,0,2,8.48
2440,0,0,0,0,0,0,5,19.6
2441,0,0,0,0,0,0,1,55
2442,0,0,0,0,0,0,3,140.1
2443,0,0,0,0,0,0,1,1.9
2444,0,0,0,0,0,0,7,59.67
2445,0,0,0,0,0,0,5,33.47
2446,0,0,0,0,0,0,6,94.28
2447,0,0,0,0,0,0,4,25.8
2448,0,0,0,0,0,0,2,37.89
2449,0,0,0,0,0,0,2,53.9
2450,0,0,0,0,0,0,4,19.7
2451,0,0,0,0,0,0,2,24.2
2452,0,0,0,0,0,0,10,72.52
2453,0,0,0,0,0,0,2,81.39
2454,0,0,0,0,0,0,1,220
2455,0,0,0,0,0,0,10,57.5
2456,0,0,0,0,0,0,15,126.39
2457,0,0,0,0,0,0,6,21.67
2458,0,0,0,0,0,0,4,203.2
2459,0,0,0,0,0,0,2,41.75
2460,0,0,0,0,0,0,10,118.6
2461,0,0,0,0,0,0,3,136.6
2462,0,0,0,0,0,0,3,151.8
2463,0,0,0,0,0,0,3,30.42
2464,0,0,0,0,0,0,28,189.89
2465,0,0,0,0,0,0,5,71.05
2466,0,0,0,0,0,0,2,21.2
2467,0,0,0,0,0,0,2,76.5
2468,0,0,0,0,0,0,2,21.05
2469,0,0,0,0,0,0,2,16.23
2470,0,0,0,0,0,0,2,47.6
2471,0,0,0,0,0,0,4,33.01
2472,0,0,0,0,0,0,1,52
2473,0,0,0,0,0,0,2,25.99
2474,0,0,0,0,0,0,4,23.4
2475,0,0,0,0,0,0,9,71.7
2476,0,0,0,0,0,0,2,29
2477,0,0,0,0,0,0,2,46.46
2478,0,0,0,0,0,0,3,19.9
2479,0,0,0,0,0,0,4,14.33
2480,0,0,0,0,0,0,2,23.2
2481,0,0,0,0,0,0,2,63.9
2482,0,0,0,0,0,0,6,54.89
2483,0,0,0,0,0,0,2,78.9
2484,0,0,0,0,0,0,3,7.74
2485,0,0,0,0,0,0,4,64.25
2486,0,0,0,0,0,0,7,64.97
2487,0,0,0,0,0,0,2,13.7
2488,0,0,0,0,0,0,5,25.75
2489,0,0,0,0,0,0,4,65.63
2490,0,0,0,0,0,0,3,58.3
2491,0,0,0,0,0,0,4,41.27
2492,0,0,0,0,0,0,7,94.36
2493,0,0,0,0,0,0,4,80.14
2494,0,0,0,0,0,0,4,34.81
2495,0,0,0,0,0,0,3,24.7
2496,0,0,0,0,0,0,3,39.47
2497,0,0,0,0,0,0,2,7.3
2498,0,0,0,0,0,0,1,67.5
2499,0,0,0,0,0,0,3,68.34
2500,0,0,0,0,0,0,3,123.7
2501,0,0,0,0,0,0,1,17.3
2502,0,0,0,0,0,0,11,86.61
2503,0,0,0,0,0,0,2,13.2
2504,0,0,0,0,0,0,2,14.8
2505,0,0,0,0,0,0,1,6.33
2506,0,0,0,0,0,0,1,30.8
2507,0,0,0,0,0,0,23,253.32
2508,0,0,0,0,0,0,26,197.07
2509,0,0,0,0,0,0,10,46.66
2510,0,0,0,0,0,0,1,11.05
2511,0,0,0,0,0,0,4,36.04
2512,0,0,0,0,0,0,1,2
2513,0,0,0,0,0,0,3,120.8
2514,0,0,0,0,0,0,2,9.81
2515,0,0,0,0,0,0,1,6
2516,0,0,0,0,0,0,5,289.61
2517,0,0,0,0,0,0,2,24.35
2518,0,0,0,0,0,0,7,44.46
2519,0,0,0,0,0,0,2,45.35
2520,0,0,0,0,0,0,2,46.12
2521,0,0,0,0,0,0,5,12.17
2522,0,0,0,0,0,0,5,370.2
2523,0,0,0,0,0,0,6,23.17
2524,0,0,0,0,0,0,7,45.83
2525,0,0,0,0,0,0,1,22.9
2526,0,0,0,0,0,0,10,63.31
2527,0,0,0,0,0,0,3,53.05
2528,0,0,0,0,0,0,1,5.7
2529,0,0,0,0,0,0,2,55.7
2530,0,0,0,0,0,0,7,25.94
2531,0,0,0,0,0,0,6,46
2532,0,0,0,0,0,0,12,42.8
2533,0,0,0,0,0,0,18,402
2534,0,0,0,0,0,0,2,23.8
2535,0,0,0,0,0,0,10,57.5
2536,0,0,0,0,0,0,2,19.8
